LocationID,ARPLatitude,ARPLongitude
'TS08,29-05-00.9240N,096-30-00.8960W
'TS55,29-40-18.8100N,098-18-16.0500W
'TS67,29-37-30.8160N,098-16-41.0440W
'12XA,32-02-21.6000N,102-20-54.9000W
'TX76,32-55-10.7100N,096-39-39.0900W
'90TA,32-52-00.4500N,096-32-25.9640W
'T57,32-53-15.4500N,096-41-00.9870W
'TX91,32-54-27.4460N,096-35-48.9730W
'TS60,32-52-41.4510N,096-39-30.9830W
'GOP,31-25-16.5920N,097-47-49.0840W
'2TX5,31-27-12.5890N,097-45-05.0800W
'TS01,30-42-45.6870N,097-39-01.0330W
'8T6,28-21-46.1000N,098-06-59.3000W
'59TS,28-08-35.0320N,098-09-30.0200W
'36TS,30-43-07.6810N,097-46-24.0470W
'0XA7,30-39-44.6500N,097-37-20.9200W
'07TS,30-37-30.0000N,097-34-22.0000W
'GTU,30-40-43.7000N,097-40-45.8000W
'TX92,30-35-45.7040N,097-40-10.0290W
'05TE,30-43-19.6800N,097-47-29.0490W
'30TA,30-35-30.7030N,097-43-21.0340W
'50TA,29-41-15.8120N,097-59-46.0190W
'9TX1,30-08-35.7820N,096-51-21.9270W
'GYB,30-10-09.4000N,096-58-48.1000W
'XA39,32-44-09.7800N,094-56-35.7800W
'JXI,32-41-52.9075N,094-56-55.8480W
'07F,32-31-43.8000N,094-58-18.3000W
'XA04,32-14-15.4270N,097-53-58.7176W
'41TA,32-14-14.3500N,097-52-14.3000W
'XA54,32-14-31.9200N,097-44-45.6000W
'TS61,32-12-42.0000N,097-38-31.8000W
'TA35,32-12-01.2450N,097-50-32.4650W
'09TE,32-16-00.5080N,097-52-01.1140W
'TX93,32-10-00.5190N,097-50-01.1080W
'8TS7,32-14-41.5150N,097-43-34.0990W
'TE02,32-28-14.5010N,097-33-37.0820W
'59TX,32-29-14.0000N,097-29-25.0000W
'TX95,32-24-50.5070N,097-31-56.0780W
'TX98,32-28-30.5020N,097-30-03.0760W
'TE54,32-43-46.0000N,095-33-53.0000W
'XA90,32-45-26.0000N,095-31-40.0000W
'8TX3,31-20-34.5950N,098-36-56.1520W
'TA76,31-25-53.0000N,098-28-01.0000W
'T37,31-25-44.6400N,098-36-30.0800W
'18XA,28-39-32.7600N,097-35-55.4900W
'T20,29-31-44.8450N,097-27-51.4900W
'TX99,34-00-24.3070N,102-59-11.7920W
'TE38,30-35-33.7220N,094-54-33.7570W
'83TS,32-25-36.0000N,098-25-11.0000W
'3T0,33-50-21.6459N,096-48-36.2483W
'0TE6,32-12-15.4950N,098-39-56.1960W
'F35,32-55-23.9685N,098-26-12.7420W
'4TA3,32-53-55.4370N,098-27-36.1930W
'TX14,32-54-00.0000N,098-32-00.0000W
'RPH,33-06-38.6000N,098-33-17.2000W
'10F,33-00-54.4000N,098-37-33.9000W
'GDJ,32-26-39.9000N,097-49-01.0000W
'0TX0,32-25-10.5010N,097-42-46.0980W
'TS89,32-21-04.1000N,097-48-31.4000W
'0TX1,32-21-13.5250N,097-40-34.0500W
'66TE,32-21-55.8750N,097-38-42.0400W
'85TS,32-42-07.4760N,097-02-53.0280W
'56TA,32-43-58.5000N,097-03-01.5400W
'GPM,32-41-55.6000N,097-02-48.9000W
'0TX2,32-45-45.4700N,097-03-31.0310W
'TA88,32-42-00.4770N,097-03-01.0280W
'XA01,32-40-48.0400N,095-43-23.7700W
'XA75,32-19-26.4000N,097-05-58.8000W
'3XA0,32-18-50.0000N,097-13-52.0000W
'11TE,32-18-00.5240N,097-12-16.0380W
'22TA,32-12-55.3700N,097-08-24.7800W
'32TE,30-35-21.6770N,098-22-13.0930W
'7XS3,31-28-35.6390N,095-38-05.8310W
'78TX,32-56-02.8400N,097-05-43.2600W
'0TX7,32-57-00.4490N,097-09-01.0430W
'0TX9,33-15-00.4070N,096-07-00.9040W
'31TS,33-11-25.4130N,096-11-20.9130W
'XA56,33-07-20.2400N,096-07-30.3600W
'GVT,33-04-04.2000N,096-03-55.2000W
'37TS,32-59-26.4270N,096-02-23.8940W
'XS14,32-58-10.0000N,096-04-14.0000W
'01TS,31-33-54.9000N,096-32-45.9500W
'33R,31-05-03.6000N,095-09-50.8000W
'E19,36-14-01.4140N,101-25-55.8820W
'TS72,32-19-55.3000N,096-06-56.9200W
'74XA,32-21-17.0000N,096-08-44.0000W
'8TX1,32-20-07.8900N,096-06-58.9900W
'6TE6,33-38-29.3700N,100-20-51.0300W
'1TX3,33-25-30.3130N,100-32-31.4210W
'1TX2,33-43-00.3060N,100-09-01.3760W
'1TX5,34-07-45.2730N,101-54-31.6390W
'0TA2,34-13-00.2620N,101-55-31.6480W
'34R,29-23-23.8500N,096-57-21.8150W
'MNZ,31-39-57.3000N,098-08-55.1000W
'1TX6,31-41-54.5560N,098-05-47.1200W
'8XA7,31-41-37.1500N,098-06-21.1500W
'48TA,32-53-08.3860N,100-08-07.3670W
'16TX,32-50-58.8309N,100-08-11.9357W
'1TX7,32-48-20.3940N,100-11-01.3690W
'28TS,31-04-18.0000N,097-40-56.0000W
'2TS2,26-10-06.2720N,097-44-00.9740W
'78TS,26-10-06.5100N,097-39-59.6500W
'49TX,26-10-09.0000N,097-40-00.0000W
'TS68,26-10-30.3000N,097-40-10.5000W
'HRL,26-13-37.6000N,097-39-18.5000W
'XA41,30-21-18.0600N,099-14-51.1200W
'8TE9,29-53-28.2000N,095-43-57.6000W
'1TX8,34-22-10.2590N,102-05-01.6630W
'32TA,29-41-30.8290N,097-26-00.9750W
'10TE,29-40-00.8300N,097-30-00.9800W
'15F,33-11-29.3527N,099-43-04.3415W
'0TS2,32-56-55.4510N,097-19-44.0620W
'1TX9,32-38-15.4970N,095-09-40.8010W
'16TE,32-41-51.4860N,095-12-27.8030W
'1TE5,30-48-58.6920N,096-36-03.8930W
'LHB,30-52-19.5000N,096-37-19.9000W
'TS69,27-29-06.1210N,098-39-43.0600W
'03TE,27-29-28.1200N,098-40-10.0610W
'HBV,27-20-58.4000N,098-44-13.0000W
'TA44,27-04-32.1630N,098-36-06.0660W
'33XS,31-15-01.0500N,093-46-44.1500W
'35TS,30-07-17.7820N,096-05-11.8500W
'4TA4,29-56-21.7900N,096-03-37.6800W
'00XA,30-13-26.5350N,096-00-50.9500W
'RFI,32-08-30.2000N,094-51-06.2000W
'63XS,30-13-26.7320N,098-17-19.0630W
'8TS2,33-47-00.3630N,098-13-01.1620W
'TE10,33-48-55.3600N,098-13-41.1630W
'HRX,34-51-38.4304N,102-19-33.2372W
'5XS2,35-02-00.2020N,102-12-01.7170W
'14TE,30-55-00.6270N,099-29-01.2240W
'4TX9,32-00-49.5290N,097-58-53.1190W
'TA78,31-58-20.5310N,098-03-41.1260W
'2TX2,32-01-35.5270N,098-00-36.1220W
'1X1,36-06-21.2500N,100-01-32.5440W
'15TE,29-37-10.8100N,094-12-25.6580W
'9XS1,31-50-08.0000N,096-57-10.0000W
'INJ,32-05-01.1000N,097-05-50.1000W
'0TE4,31-04-50.9100N,096-12-53.9300W
'37TE,29-21-36.8430N,095-00-35.7320W
'6TA5,29-20-00.8470N,095-01-35.7330W
'06TX,30-03-27.1800N,095-48-46.4200W
'TA90,29-58-28.8020N,095-49-04.8210W
'4TA5,33-51-09.3520N,098-38-46.2100W
'TE57,29-26-41.2900N,099-07-22.0700W
'HDO,29-21-32.8700N,099-10-38.9700W
'DZB,30-31-37.3850N,098-21-31.5250W
'67TS,29-55-40.8020N,095-21-20.7710W
'84TA,29-57-26.7990N,095-25-09.7770W
'6TA6,29-43-18.8280N,095-31-19.7930W
'83XS,29-40-28.8350N,095-37-05.8040W
'10TA,29-47-31.8210N,095-38-05.8030W
'TS93,29-45-46.2600N,095-19-39.9000W
'12TA,29-41-24.8320N,095-31-39.7950W
'27TX,29-44-30.8250N,095-29-04.7890W
'11TA,29-47-21.8210N,095-36-39.8010W
'21TA,29-55-40.9400N,095-35-20.2100W
'3TS8,29-47-21.8160N,095-16-38.7670W
'T51,30-02-33.9910N,095-40-02.0030W
'DWH,30-03-42.6000N,095-33-10.0000W
'9TA9,29-51-07.8110N,095-24-30.7780W
'XA19,29-45-33.0000N,095-22-03.0000W
'TA45,29-49-53.8170N,095-39-18.8050W
'EFD,29-36-26.4000N,095-09-31.5000W
'TS17,29-44-03.8260N,095-30-02.7910W
'4TS0,29-45-13.8210N,095-21-55.7770W
'39R,29-32-15.4000N,095-25-25.1000W
'62TS,29-56-00.8000N,095-20-00.7680W
'82TA,29-46-50.8170N,095-16-06.7660W
'22XA,29-53-49.2000N,095-23-42.6000W
'IAH,29-59-04.0000N,095-20-29.2000W
'XS26,29-43-36.8260N,095-28-59.7900W
'22TS,29-47-27.0000N,095-26-20.0000W
'TS82,29-45-19.8210N,095-21-41.7770W
'TS19,29-40-50.8300N,095-24-04.7820W
'TS37,29-50-03.8170N,095-39-19.8050W
'0TS6,29-42-57.8270N,095-28-36.7890W
'39TS,29-52-46.8110N,095-37-50.8010W
'97TA,29-55-33.8040N,095-31-24.7880W
'0TS3,29-49-02.8190N,095-39-47.8060W
'21XS,29-31-10.8430N,095-16-30.7690W
'TME,29-48-18.1000N,095-53-52.4000W
'2H5,29-29-57.0000N,095-53-54.2000W
'9TX0,29-39-23.8310N,095-19-12.7730W
'AXH,29-30-22.1000N,095-28-36.9000W
'38TE,29-42-50.1100N,095-23-41.8400W
'72TX,29-33-44.0000N,095-05-27.0000W
'7TX6,29-32-48.9900N,095-01-00.9900W
'66TS,29-45-37.8210N,095-23-14.7790W
'XA76,29-43-39.8000N,095-26-49.8000W
'1TA9,29-43-31.8260N,095-25-46.7840W
'38TA,29-48-06.8190N,095-33-55.7960W
'XA13,29-45-09.0800N,095-27-23.8100W
'XA20,29-47-09.0000N,095-27-30.0000W
'TS16,29-42-36.8240N,095-16-42.7690W
'TE11,29-34-10.8430N,095-26-15.7870W
'7XS8,29-38-13.8360N,095-27-25.7880W
'40XA,29-45-57.0000N,095-23-54.4000W
'CXO,30-21-12.2239N,095-24-54.2950W
'8TS4,29-46-50.5400N,095-32-42.6100W
'TX86,29-42-37.8270N,095-23-55.7810W
'0TA5,29-36-52.8360N,095-21-17.7770W
'35TE,29-48-47.8140N,095-20-10.7720W
'9X1,30-09-12.1500N,095-19-19.1600W
'0TE3,29-47-45.3300N,095-27-32.1500W
'36TE,29-51-24.8130N,095-32-21.7920W
'4TS4,29-58-30.7960N,095-22-07.7710W
'42TS,29-59-15.7950N,095-21-15.7690W
'26TE,29-52-04.9100N,095-24-30.0100W
'LVJ,29-31-16.6000N,095-14-31.7000W
'4TS1,29-43-23.8260N,095-27-28.7870W
'43TE,29-45-54.8200N,095-22-16.7770W
'24TE,29-38-54.8300N,095-16-26.7680W
'80TA,29-47-28.8180N,095-26-41.7840W
'81XS,29-43-44.8260N,095-27-52.7870W
'TS83,29-41-30.8290N,095-24-24.7820W
'45TA,29-39-32.8330N,095-25-43.7850W
'XA67,29-44-52.0200N,095-22-03.3600W
'64TS,29-42-04.0000N,095-23-09.0000W
'20XA,29-59-24.2500N,095-34-05.0500W
'87TS,29-47-00.8190N,095-26-34.7840W
'38TS,29-55-33.8050N,095-35-29.7960W
'SGR,29-37-20.1000N,095-39-23.5000W
'33TE,29-41-18.8300N,095-27-06.7870W
'31TE,29-43-22.8270N,095-28-15.7880W
'0TA1,29-47-19.3000N,095-41-29.6000W
'3TE2,29-45-31.8210N,095-21-49.7770W
'TS33,29-46-55.8190N,095-25-02.7810W
'63TS,29-45-38.8210N,095-23-51.7800W
'TS26,29-44-49.8230N,095-25-04.7830W
'TS31,29-44-12.8250N,095-27-41.7870W
'33TX,29-58-00.1000N,095-24-26.2000W
'04TE,29-41-58.9700N,095-23-26.4400W
'EYQ,29-56-08.0561N,095-38-21.7415W
'IWS,29-49-05.5000N,095-40-21.4000W
'29TS,29-43-42.8280N,095-35-39.8010W
'TS24,29-44-10.8260N,095-32-50.7960W
'HOU,29-38-43.5000N,095-16-44.0000W
'4TS2,29-51-25.8120N,095-30-22.7880W
'TS34,29-47-20.8210N,095-36-30.8010W
'1TE8,33-32-56.3800N,096-33-29.9500W
'1TS2,31-49-27.5700N,096-46-42.4700W
'6XS1,29-59-40.7100N,095-16-36.8000W
'4TA6,30-01-20.7590N,099-23-01.1660W
'8TA8,31-10-08.6830N,094-31-56.7320W
'TE03,30-41-53.5900N,095-33-28.6600W
'UTS,30-44-48.8000N,095-35-13.8000W
'57TS,30-47-53.9400N,095-32-31.7900W
'0TE2,32-48-23.3000N,097-09-47.8000W
'TX90,32-48-07.4650N,097-11-00.0450W
'17TA,32-48-03.4650N,097-10-46.0440W
'04TS,30-33-12.7140N,097-36-22.0190W
'59TE,30-29-43.0000N,097-31-53.0000W
'0TS0,30-15-06.1600N,098-33-44.7800W
'2TX6,33-40-54.3030N,101-40-06.5930W
'5TS9,28-31-48.9990N,096-31-38.9130W
'6TS8,30-00-12.0000N,096-34-52.0000W
'0TA6,27-50-52.0940N,097-13-22.9650W
'10TX,27-50-41.0950N,097-13-25.9650W
'TFP,27-54-46.9000N,097-12-41.4000W
'TA09,27-50-07.0960N,097-12-12.9640W
'4TA7,27-51-40.0920N,097-11-55.9640W
'3TE0,30-43-53.7000N,096-07-51.8450W
'TS38,29-28-35.8510N,095-24-07.7830W
'2F0,30-54-22.4000N,101-53-23.3000W
'13XA,31-57-07.6300N,097-50-08.8000W
'79TX,31-54-04.5000N,097-51-15.6000W
'4XA7,32-54-46.6800N,096-57-08.8900W
'19XA,32-50-04.8500N,096-57-42.8500W
'XA21,32-54-10.0000N,096-57-24.0000W
'TA59,33-05-57.4220N,098-17-22.1740W
'TE55,33-25-18.0000N,098-11-26.0000W
'21F,33-13-40.3000N,098-08-47.2000W
'TS02,33-07-10.4200N,098-13-50.1680W
'1TE3,31-55-02.6070N,095-12-25.8060W
'JSO,31-52-09.5893N,095-13-02.6597W
'17XA,32-00-50.0000N,095-17-47.0000W
'6TA8,30-49-54.6000N,097-40-12.8600W
'40TE,30-47-19.2200N,097-39-20.5000W
'JAS,30-53-08.5000N,094-02-05.8000W
'22F,33-13-44.8000N,100-34-08.8000W
'TS62,33-12-00.3390N,100-31-06.4090W
'24F,32-44-39.5000N,094-18-16.9000W
'6F7,32-49-37.2000N,094-21-16.3000W
'4TS6,29-54-02.0000N,095-35-09.0000W
'8TX0,31-25-46.6330N,096-07-48.8760W
'40TA,31-18-46.6420N,096-13-13.8770W
'XS32,31-20-42.0000N,096-09-54.0000W
'XA02,30-16-48.7200N,098-25-35.0800W
'2XS1,30-13-07.9600N,098-18-09.8650W
'0TE7,30-15-06.5260N,098-37-21.1120W
'98XS,30-27-35.7000N,097-56-05.8000W
'TE14,30-24-04.7200N,097-57-36.0440W
'TE45,32-28-11.5020N,097-27-55.0720W
'8TS5,32-28-04.5040N,097-22-06.0610W
'25TE,32-27-00.5050N,097-24-01.0640W
'TX87,28-55-56.9700N,098-31-31.1100W
'JCT,30-30-40.0000N,099-45-46.4000W
'39XS,30-29-54.0000N,099-46-52.0000W
'52TE,30-31-00.6730N,099-31-01.2100W
'7TA6,30-22-55.9600N,099-37-09.3500W
'18TA,30-08-10.7310N,099-44-37.2250W
'TS21,33-05-05.4000N,101-06-53.4000W
'3T6,33-08-01.0000N,097-17-49.3000W
'05TS,33-07-45.4350N,097-21-31.0700W
'0TS1,33-05-55.4370N,097-16-21.0610W
'3TX7,33-08-27.0000N,097-22-16.0000W
'3TX2,33-04-50.4390N,097-20-56.0680W
'2TX7,33-05-40.4380N,097-23-46.0730W
'16X,33-04-50.2000N,097-21-30.3000W
'XA0,33-08-53.4000N,097-16-48.1000W
'7XA2,33-08-55.9800N,097-22-26.4500W
'3TX3,33-07-10.4350N,097-19-11.0660W
'2TE6,28-53-15.9150N,098-03-01.0180W
'70TS,29-47-12.0700N,095-47-02.6700W
'6XS0,29-50-01.1900N,095-49-07.7000W
'TA46,32-33-45.4890N,096-24-03.9420W
'XA42,32-22-32.0000N,096-23-13.4400W
'0TA4,32-29-52.4970N,096-16-13.9240W
'28XS,32-38-45.4770N,096-19-30.9310W
'8TS6,32-31-59.4930N,096-19-20.9310W
'XA55,32-35-32.6000N,096-19-03.5500W
'TX67,32-21-38.0000N,097-18-09.0000W
'7TX4,32-58-00.4490N,097-16-31.0570W
'6TS1,31-10-40.6110N,098-04-23.1000W
'4XA2,28-47-25.5500N,097-45-55.6500W
'2R9,28-49-29.9485N,097-51-56.0460W
'62TE,28-51-00.9230N,097-52-44.0060W
'63TE,31-21-12.6520N,095-12-20.7800W
'4TX4,32-37-40.4850N,097-11-31.0430W
'XS44,31-00-55.0000N,104-12-44.6990W
'32TX,30-47-31.2200N,104-15-03.0800W
'4TX5,32-13-47.5330N,096-15-34.9170W
'4XA8,31-50-59.7700N,103-05-27.3100W
'5TE4,36-30-30.0930N,102-23-31.6510W
'64TE,30-09-32.7320N,099-20-14.1700W
'TA73,29-58-28.7700N,099-10-06.1450W
'XA43,29-54-29.2000N,099-12-24.8500W
'ERV,29-58-36.0000N,099-05-07.7000W
'20TX,30-02-37.0000N,099-09-04.0000W
'60TE,30-08-28.9800N,099-09-01.6800W
'41TE,30-01-05.8400N,099-06-51.5600W
'4TX6,32-24-45.5410N,094-49-05.7690W
'96TA,32-22-24.0300N,094-52-02.5000W
'67TE,30-56-58.6480N,097-47-48.0630W
'92TS,31-06-47.9300N,097-48-09.5700W
'ILE,31-05-09.0000N,097-41-11.4000W
'69TS,30-59-55.6420N,097-45-21.0620W
'5XA0,31-15-20.1000N,100-38-51.3600W
'85TE,29-38-03.1000N,097-48-42.1000W
'54TX,30-40-38.7000N,098-31-30.9600W
'TS18,30-39-15.6650N,098-28-43.1090W
'44TE,30-41-00.6620N,098-25-01.1040W
'TA10,27-29-21.3710N,097-51-00.8270W
'NQI,27-30-16.2530N,097-48-29.8400W
'IKG,27-33-03.1000N,098-01-51.3000W
'T12,30-38-47.6340N,093-54-53.6520W
'F75,33-26-17.3420N,099-48-46.3280W
'4TX7,33-25-10.3400N,099-51-56.3340W
'45R,30-20-10.8000N,094-15-27.2000W
'29F,34-23-34.2000N,101-45-35.7000W
'6TX4,34-20-36.2400N,101-32-39.6100W
'4TX8,33-14-55.4250N,097-13-26.0590W
'E58,33-18-20.7116N,097-20-45.9489W
'2TX8,33-18-29.4170N,097-22-47.0770W
'TA47,33-18-05.0000N,097-14-42.0000W
'XA72,33-16-37.0000N,097-17-22.0000W
'85XA,33-18-34.3800N,097-18-40.1800W
'01XA,30-00-26.0000N,097-51-12.0000W
'3T5,29-54-28.7000N,096-57-00.0000W
'9TE6,29-55-00.8110N,096-48-00.9220W
'88TE,29-54-06.0000N,096-47-57.0000W
'T41,29-40-09.3000N,095-03-51.1000W
'42TA,29-42-04.8210N,095-04-41.7480W
'72TE,28-52-44.6600N,099-59-32.9070W
'TE83,28-55-14.8800N,099-45-22.1400W
'TE12,29-18-00.8590N,098-11-01.0330W
'47TE,28-51-05.9570N,096-29-50.9020W
'79TE,28-06-56.0370N,097-55-51.0020W
'RYW,30-29-54.9000N,097-58-10.1000W
'58TS,31-47-52.5740N,097-22-47.0470W
'TX82,31-51-49.2475N,097-22-52.2345W
'89TE,29-16-40.5000N,103-41-15.5000W
'30F,33-07-53.0000N,097-00-51.1000W
'9TS5,30-19-58.0000N,097-58-19.0000W
'3R9,30-21-26.9680N,097-59-40.0840W
'4TE0,30-21-36.0000N,098-03-34.0000W
'0TA0,29-23-42.0900N,094-59-10.8900W
'XA77,32-44-55.0000N,101-46-46.0000W
'2F5,32-45-22.7000N,101-55-12.8000W
'9TE3,32-34-40.3790N,101-55-51.5410W
'69TE,30-55-34.6360N,098-14-11.1010W
'92TX,31-08-25.4500N,098-12-23.7600W
'TE48,31-02-41.6280N,098-02-34.0910W
'LZZ,31-06-22.3000N,098-11-45.3000W
'76TA,31-18-05.1100N,098-13-27.7400W
'LNC,32-34-39.3750N,096-43-03.0100W
'48TE,30-01-15.6000N,101-34-23.0000W
'2TE8,29-48-27.1500N,101-47-14.8000W
'28XA,27-36-24.1800N,099-28-46.0300W
'LRD,27-32-39.1000N,099-27-41.7000W
'XA22,27-32-02.2200N,099-28-40.2500W
'TE32,27-18-31.0840N,099-28-53.1500W
'0TE5,27-26-01.6600N,099-11-09.3800W
'8TS3,31-23-24.6450N,095-28-23.8140W
'6TA3,32-43-17.0000N,096-43-26.0000W
'T95,29-29-17.8360N,095-06-26.7490W
'7TE4,29-35-48.8210N,099-50-43.2180W
'XA31,29-49-00.7920N,099-47-16.2210W
'57TE,29-56-19.7720N,099-47-00.2250W
'49R,29-44-43.8040N,099-45-39.2130W
'0TS4,30-05-30.7880N,096-47-41.9210W
'TE06,33-22-45.3980N,096-19-00.9300W
'5TX2,33-25-20.3930N,096-13-00.9190W
'6TA2,33-22-20.0000N,096-21-44.0000W
'LLN,33-33-09.1000N,102-22-21.1000W
'5TX4,33-02-00.4400N,097-04-01.0350W
'5TX6,33-01-00.4420N,097-04-21.0350W
'XA59,33-02-38.7200N,097-00-19.0800W
'TA21,33-01-05.4420N,097-07-09.0410W
'TA75,30-23-30.0000N,097-06-30.0000W
'TE75,30-24-45.0000N,096-58-00.0000W
'T78,30-04-40.1000N,094-41-54.8000W
'91TE,30-43-28.8100N,097-51-43.0600W
'9TX4,30-39-34.6800N,097-54-40.0500W
'XS12,30-40-33.6760N,098-01-03.0670W
'85TA,32-27-47.3700N,097-08-59.4800W
'5TX8,33-01-55.4700N,094-22-45.6970W
'7T0,33-35-37.0000N,097-13-08.0000W
'76TX,33-08-50.4320N,096-58-33.0240W
'LIU,33-55-26.1991N,102-23-12.0256W
'15XS,29-19-57.8590N,095-20-02.7710W
'00R,30-41-09.1000N,095-01-04.5000W
'45TS,30-35-00.6690N,098-48-31.1490W
'XS00,30-38-14.0000N,098-44-54.0000W
'TS46,30-44-14.5500N,098-42-13.2200W
'31XA,30-53-06.3000N,098-35-44.1200W
'AQO,30-47-03.2000N,098-39-35.6000W
'44TS,30-34-39.6700N,098-50-01.1530W
'50R,29-51-01.2000N,097-40-20.7000W
'2XA5,29-48-13.2600N,097-41-28.3800W
'TE70,34-07-53.4900N,101-25-22.2600W
'5XS7,34-13-47.0500N,101-27-49.4500W
'XA44,31-15-58.0000N,098-25-26.0000W
'7TE3,31-14-00.6010N,098-28-01.1350W
'9XS7,32-56-49.4300N,095-57-30.8800W
'XA45,33-01-16.2000N,095-55-51.0000W
'3TS0,32-30-30.5330N,094-42-00.7540W
'GGG,32-23-02.4520N,094-42-41.3520W
'3XS6,32-30-00.5900N,094-43-51.7700W
'6TX3,32-32-00.9000N,094-43-45.7000W
'2XA7,32-36-54.0000N,094-45-56.0000W
'59XA,32-34-06.0000N,094-43-59.0000W
'92TA,26-07-16.2740N,097-25-40.9350W
'63XA,31-12-56.2200N,097-00-13.7600W
'T26,29-06-29.8000N,096-23-55.6000W
'95TS,33-13-51.0000N,098-29-23.0000W
'47XS,33-28-21.0000N,101-47-07.0000W
'6TX0,33-35-30.3060N,101-50-51.5990W
'0XA6,33-27-00.0000N,101-56-20.4000W
'TS66,33-34-36.7300N,101-53-24.4800W
'F82,33-29-08.3130N,101-48-45.5880W
'XA25,33-36-13.8800N,101-54-59.0200W
'LBB,33-39-49.2000N,101-49-14.0000W
'XA06,33-28-26.4400N,101-59-15.0000W
'8XS8,33-35-25.0000N,102-02-12.0000W
'82TE,33-25-16.5100N,101-56-18.7500W
'74TS,33-34-25.9300N,101-53-56.3500W
'TA79,33-35-19.4300N,101-53-37.9600W
'XA63,33-05-20.4300N,096-35-31.4700W
'LFK,31-14-02.5000N,094-45-00.0000W
'2TA1,31-23-24.6620N,094-41-27.7490W
'25TX,31-18-46.1900N,094-38-39.5900W
'XA14,31-20-11.1000N,094-44-38.1000W
'TX49,31-17-30.0000N,094-41-58.0000W
'29XA,29-40-23.6600N,097-39-13.6800W
'T91,29-43-41.8170N,097-39-33.9940W
'47TS,31-02-52.6710N,095-55-03.8310W
'51R,30-54-46.2000N,095-57-07.2000W
'2TS4,32-08-23.0000N,095-58-13.0000W
'XS55,31-55-45.5600N,096-56-19.9900W
'6TX7,32-32-15.4950N,097-07-51.0340W
'6TX8,32-33-21.4940N,097-12-23.0430W
'TS70,32-34-30.4900N,097-05-13.0300W
'0XA9,32-34-02.0100N,097-05-44.1200W
'04XS,32-34-55.4900N,097-08-33.0360W
'TA83,32-32-23.4950N,097-11-32.0410W
'TX58,32-35-12.4900N,097-11-00.0410W
'3T2,29-28-44.7000N,095-19-35.6000W
'92TE,29-58-00.6750N,102-56-01.5870W
'5TE5,30-16-25.5980N,103-14-11.6280W
'6TE2,30-12-18.6000N,103-15-03.4000W
'48XS,29-55-35.6520N,103-17-41.6360W
'93TE,29-48-34.6890N,102-54-30.5850W
'TA64,29-42-03.3000N,103-09-00.0000W
'09TS,29-28-56.7080N,103-09-53.6140W
'6TX9,29-51-17.6880N,102-47-29.5620W
'XS03,30-28-52.6940N,098-16-52.0740W
'86TA,30-36-45.6740N,098-17-51.0860W
'0TA7,30-08-59.2300N,103-54-03.4129W
'TS15,29-53-34.6150N,104-15-41.7000W
'21TE,30-17-24.9600N,104-00-12.6500W
'MRF,30-22-16.0000N,104-01-03.1000W
'5TE1,29-38-24.0000N,103-56-45.0000W
'XS05,29-35-55.8200N,098-10-16.0340W
'1TE4,29-29-43.8330N,098-09-28.0320W
'TS41,29-00-06.9240N,096-04-00.8550W
'XS07,28-57-00.9300N,096-03-35.8570W
'T15,31-20-26.4000N,096-51-07.3000W
'TA23,31-15-40.6470N,096-12-58.8730W
'ASL,32-31-13.8000N,094-18-28.0000W
'0TA8,30-40-15.0000N,099-19-55.0000W
'5TX1,30-47-35.2600N,099-12-59.7100W
'5XA6,30-46-16.3400N,099-30-56.7500W
'8TX6,30-56-25.4100N,099-11-23.6900W
'T92,30-43-55.8949N,099-11-02.4215W
'XS08,30-52-36.6250N,099-11-58.1930W
'1XS4,30-37-59.9200N,099-11-40.7800W
'6TX1,30-43-43.8000N,099-20-24.6500W
'8TE0,33-57-53.0000N,100-47-19.2500W
'02TA,28-43-16.9500N,095-52-25.8610W
'34TE,32-13-55.5300N,097-00-31.0040W
'TA26,32-17-46.9000N,097-03-24.5000W
'19XS,32-17-49.9000N,097-05-12.8100W
'18XS,33-48-00.2950N,101-02-01.5160W
'MFE,26-10-33.0000N,098-14-19.0000W
'E48,31-07-30.5340N,102-13-31.4940W
'19TA,32-49-20.4540N,096-25-00.9450W
'XS57,31-27-55.2800N,097-24-17.2500W
'TE84,31-27-54.5900N,097-28-31.0500W
'T31,33-12-30.4200N,096-44-30.9880W
'TE66,33-12-50.3400N,096-37-57.8400W
'TS63,33-14-45.4140N,096-33-50.9600W
'2E7,35-14-48.7000N,100-32-48.5000W
'6XA7,33-13-13.2400N,096-41-00.5200W
'61XA,33-14-21.7500N,096-41-58.9500W
'0TS9,35-20-24.3800N,100-37-46.4700W
'87XS,29-47-28.0000N,099-15-51.0000W
'XS11,29-46-35.7990N,099-21-33.1580W
'XS13,29-48-59.7940N,099-11-48.1420W
'7TS7,31-11-54.6600N,099-34-41.9000W
'F21,34-44-22.5220N,100-31-46.9230W
'XA92,30-52-12.0000N,100-06-10.0000W
'TE15,30-53-27.6290N,099-37-57.2370W
'T50,30-55-56.9000N,099-48-33.2200W
'XS15,30-46-15.6400N,099-54-01.2620W
'0TS8,26-09-01.2720N,097-53-00.9950W
'5XS6,26-10-31.2700N,097-52-30.9940W
'4TE6,31-50-19.7400N,097-47-42.5900W
'31XS,33-11-01.4100N,096-16-12.9200W
'03XS,31-19-05.0000N,100-45-15.0000W
'7TX3,32-47-30.4590N,096-33-48.9670W
'TA94,32-42-40.4700N,096-33-26.9650W
'TS64,32-42-30.4700N,096-33-36.9660W
