LocationID,ARPLatitude,ARPLongitude
'HEQ,40-34-09.9000N,102-16-21.7000W
'3CO1,38-50-53.9390N,107-50-00.2220W
'CO76,38-50-10.9390N,107-51-57.2270W
'CD97,38-48-20.0000N,107-46-27.0000W
'12CO,38-50-07.7000N,107-48-54.7000W
'44CO,38-50-11.9400N,107-47-34.2170W
'8CO5,38-50-01.9390N,107-53-32.2300W
'18V,40-06-09.8000N,104-42-04.3000W
'CO78,39-08-19.7600N,103-28-28.1300W
'CD19,39-41-26.9570N,105-30-16.9910W
'9CO4,39-38-11.9560N,105-16-00.9670W
'CD28,39-38-37.9800N,105-16-03.4800W
'CO81,40-20-28.0000N,104-55-22.0000W
'7CO7,40-20-27.0000N,104-49-21.0000W
'7V8,40-58-12.9300N,102-18-54.9850W
'CO60,40-06-29.9360N,104-25-51.8420W
'CO56,39-57-50.9410N,104-27-46.8470W
'CO82,40-05-44.9370N,104-35-21.8620W
'62CO,40-05-53.9400N,104-25-30.8400W
'9CO7,40-20-26.0000N,104-34-24.0000W
'83CO,39-36-17.7800N,105-57-08.5200W
'9CO8,39-16-45.4800N,104-20-35.3400W
'CO18,39-27-50.3000N,104-15-28.4000W
'07CO,39-15-49.0000N,104-25-37.0000W
'CO36,39-20-37.9540N,104-27-54.8790W
'0CO5,39-18-11.5800N,104-24-50.5200W
'CO84,39-36-29.9670N,102-32-26.7260W
'CO74,40-00-10.0000N,106-27-08.0000W
'20V,40-03-12.4000N,106-22-08.3000W
'5CO6,37-48-41.5900N,106-18-54.9800W
'8CO6,37-58-36.4800N,103-32-59.8200W
'LHX,38-03-00.0000N,103-30-35.1000W
'07V,37-31-25.7680N,105-00-33.3670W
'0CD6,39-58-15.0400N,105-05-14.6500W
'0CD7,40-00-17.0000N,105-04-19.0000W
'CD32,37-54-33.0000N,107-21-01.0000W
'93CO,39-01-29.0899N,105-36-51.7666W
'42CO,39-42-57.2300N,105-07-40.5500W
'LAA,38-04-10.9000N,102-41-18.6000W
'0CD8,38-04-16.5900N,102-36-34.6700W
'CD03,38-11-56.5200N,102-34-22.2000W
'2CD9,40-40-53.0400N,105-08-18.7800W
'CO93,39-14-59.9600N,104-53-26.9300W
'7V9,38-03-14.5000N,103-14-18.5000W
'LXV,39-13-10.1000N,106-18-59.1000W
'01CO,39-14-41.8600N,106-18-09.9300W
'LIC,39-16-29.2000N,103-39-57.1000W
'CO16,39-34-32.5500N,104-59-12.8100W
'9CO1,39-33-21.9570N,105-09-43.9580W
'2CO6,39-35-12.9600N,105-10-09.9600W
'0CD9,39-36-10.6100N,105-05-26.8100W
'CD53,39-31-41.8500N,104-52-12.8300W
'CO23,40-06-35.6100N,105-14-13.9400W
'0CO0,40-10-53.8200N,105-07-29.0800W
'1CD0,40-08-34.0000N,105-00-10.0000W
'LMO,40-09-51.8000N,105-09-49.1000W
'CO45,39-57-08.8000N,105-09-04.5800W
'0CO1,40-01-59.9450N,105-07-25.9430W
'5CO2,40-24-44.1700N,105-03-04.2200W
'2CD2,40-25-00.1000N,104-59-45.8800W
'CD20,40-28-29.9000N,105-13-12.9000W
'10CO,39-16-05.2000N,108-51-50.5000W
'CD49,39-10-36.9560N,103-52-47.8360W
'45CO,40-12-19.9420N,104-58-31.9200W
'05CO,40-12-53.9420N,104-59-03.9220W
'41CO,39-58-16.0000N,107-36-40.0000W
'EEO,40-02-55.7000N,107-53-09.3000W
'4CO5,40-02-28.9030N,107-52-40.2690W
'CD50,40-08-59.9030N,107-52-02.2640W
'9CO9,39-07-44.9200N,108-08-32.2700W
'2CO3,40-22-29.9360N,104-52-21.9010W
'02CO,37-38-36.0050N,106-02-49.0920W
'MVI,37-31-43.4000N,106-02-45.2000W
'0CO9,37-39-30.0040N,106-02-02.0880W
'2CD5,38-15-12.0000N,107-58-20.0000W
'39CO,38-29-16.9500N,107-40-27.2000W
'CD47,38-28-49.0400N,107-52-05.7300W
'MTJ,38-30-35.3000N,107-53-39.3000W
'7CO2,38-24-58.0000N,107-54-16.0000W
'6CO8,38-27-57.9510N,107-52-24.2250W
'61CO,39-05-09.0000N,104-54-10.0000W
'52CO,39-06-34.9600N,104-39-13.9000W
'1CO1,39-40-08.9550N,105-13-10.9620W
'CD52,38-44-42.9870N,106-11-59.0710W
'38CO,38-13-07.2400N,108-34-31.3700W
'47CO,40-53-59.9360N,104-50-01.8880W
'CO06,40-30-49.0000N,103-54-43.0000W
'85CO,40-06-44.9460N,105-09-41.9470W
'8CO7,40-07-20.9460N,105-10-20.9470W
'0CO6,38-13-09.9610N,108-12-47.2800W
'CD55,38-05-59.9990N,108-17-02.0990W
'CD54,38-17-59.9580N,108-11-02.2720W
'1CO2,38-09-44.9650N,108-20-25.2990W
'AIB,38-14-19.5000N,108-33-47.8000W
'1CO3,40-42-14.9300N,104-47-51.8890W
'1CD1,40-41-25.0000N,104-52-00.0000W
'48CO,40-43-17.9300N,104-46-40.8800W
'CD80,40-13-59.9350N,106-54-02.1710W
'5CO8,40-20-28.9280N,106-50-58.1720W
'37CO,38-34-02.0000N,107-59-44.0000W
'1CO4,38-34-29.9480N,107-57-32.2340W
'94CO,38-05-04.9720N,107-42-03.2150W
'PSO,37-17-10.5000N,107-03-21.6000W
'1CO6,39-05-25.9310N,108-13-16.2910W
'43CO,38-48-30.6300N,107-38-06.7900W
'7V2,38-49-52.7000N,107-38-45.1000W
'16CO,39-24-08.4000N,108-04-35.8200W
'CD56,39-24-59.9210N,108-06-02.2770W
'CO29,39-22-45.8600N,108-05-16.1000W
'1CO8,39-31-44.9560N,104-39-28.8960W
'CD31,39-32-51.2000N,104-46-11.7300W
'CD57,40-07-59.9460N,106-10-02.0870W
'32CO,38-27-18.9960N,105-05-01.9470W
'2CD3,39-07-10.1000N,104-25-54.5000W
'2CO1,39-06-37.9680N,104-35-01.8950W
'36CO,39-06-22.0000N,104-32-38.0000W
'CD59,38-00-59.9710N,108-03-02.2500W
'03CO,40-12-45.0000N,104-44-40.0000W
'1CD2,40-10-02.0000N,104-47-34.0000W
'46CO,38-06-00.0190N,104-25-31.8950W
'CO71,38-16-49.7400N,104-36-50.8800W
'4CD0,38-19-44.8900N,104-42-07.6500W
'PUB,38-17-23.8000N,104-29-52.9000W
'99CO,38-08-11.0000N,104-48-53.0000W
'80CO,38-09-05.0800N,104-42-04.0000W
'2CO7,38-14-01.0800N,104-37-28.3300W
'87CD,37-59-24.0000N,104-45-40.0000W
'7CO8,38-21-48.0000N,104-44-16.9000W
'35CO,38-52-55.2000N,103-48-32.2800W
'CD62,39-34-59.9090N,108-57-02.3800W
'4V0,40-05-38.3000N,108-45-47.0000W
'18CO,40-04-41.4000N,108-48-25.2200W
'CD63,40-06-59.8920N,108-57-02.4000W
'25CO,40-51-05.9300N,105-37-58.9800W
'CD65,37-40-59.9820N,108-01-02.2600W
'CO87,39-31-40.0000N,107-43-08.0000W
'RIL,39-31-35.8000N,107-43-40.8000W
'CO85,39-32-02.0000N,107-46-20.0000W
'CD66,39-41-59.9160N,107-57-02.2620W
'1CO5,38-00-55.0310N,103-41-56.8160W
'49CO,40-05-35.9360N,104-22-30.8350W
'74CO,40-02-49.9390N,104-12-33.8250W
'23CO,38-50-37.9000N,103-59-23.8000W
'CO33,38-50-21.1000N,104-08-05.4000W
'08CO,38-43-56.9000N,104-02-28.8000W
'7CO6,38-45-37.0000N,104-06-05.0000W
'95CO,37-52-06.5400N,104-50-08.7000W
'04V,38-05-57.8200N,106-10-27.5800W
'1CO7,38-33-04.9890N,105-59-32.0460W
'CO11,38-24-58.0000N,106-03-30.0000W
'ANK,38-32-17.8000N,106-02-55.1000W
'6CO9,38-32-37.8300N,106-00-32.7000W
'33CO,37-03-54.0000N,105-27-49.0000W
'2CD4,39-25-50.0000N,107-37-23.0000W
'7CO9,37-51-10.0000N,107-34-30.9000W
'CD68,37-47-59.9880N,107-40-02.2220W
'CD15,39-17-47.0000N,104-07-30.0000W
'CD10,37-40-30.0120N,106-33-22.1480W
'CD69,37-44-25.0090N,106-31-32.1460W
'8V7,37-27-31.4000N,102-37-04.8000W
'1CD4,40-30-33.6000N,106-56-34.9000W
'CD99,40-21-30.0000N,106-49-48.0000W
'13CO,40-33-20.0000N,106-50-40.0000W
'81CO,40-24-22.0000N,106-49-17.0000W
'CD70,40-26-59.9230N,106-44-02.1650W
'CD02,40-45-28.8970N,106-58-19.1860W
'SBS,40-30-58.5000N,106-51-58.7000W
'3CO2,40-37-02.9420N,103-19-59.7660W
'STK,40-36-51.4735N,103-15-51.3407W
'3CO3,40-36-41.7300N,103-13-16.1500W
'3CO4,37-04-15.0700N,105-01-07.0000W
'CO38,39-44-49.9000N,104-18-46.8000W
'CO97,39-43-14.9300N,104-19-23.0000W
'09CO,38-03-20.0280N,103-39-11.8090W
'CD21,39-02-57.9690N,105-30-47.0000W
'CO72,37-56-23.9770N,107-50-55.2300W
'TEX,37-57-13.7000N,107-54-31.5000W
'CO95,38-03-09.9700N,107-58-46.2400W
'8CO1,38-28-40.0000N,105-31-16.0000W
'3CO5,38-24-34.0000N,105-35-07.0000W
'CD22,39-51-47.9300N,104-59-11.3700W
'CD72,37-21-00.0070N,107-46-02.2300W
'CO64,37-11-15.0660N,104-29-15.9430W
'TAD,37-15-33.2030N,104-20-27.1015W
'0CD5,37-29-25.7000N,104-08-38.7000W
'53CO,37-33-11.0480N,102-23-31.6800W
'CD74,39-36-59.9490N,106-23-02.1020W
'3CO9,38-42-44.9620N,105-08-31.9310W
'24CD,40-34-04.4900N,106-03-38.3300W
'CD81,40-26-59.9320N,106-12-02.0880W
'33V,40-45-01.4000N,106-16-17.5000W
'CD48,37-47-11.0000N,104-35-37.2000W
'73CO,37-45-20.2200N,104-38-48.4100W
'4V1,37-41-47.4540N,104-47-05.2271W
'4CO3,37-23-30.0570N,102-16-46.6630W
'4CO1,39-29-58.9580N,105-06-22.9510W
'9CO2,39-41-45.9480N,104-28-32.8670W
'6CO1,40-46-52.9350N,104-55-02.8980W
'4CO2,40-48-16.9380N,104-59-05.9000W
'CO65,38-02-45.0000N,105-28-17.0130W
'C08,38-00-47.8000N,105-22-27.3800W
'CD04,39-49-14.9500N,105-03-13.9370W
'4CO4,39-51-01.3900N,105-01-01.9900W
'4CO6,39-45-57.2600N,105-05-33.5500W
'CD75,38-53-59.9390N,108-29-02.3210W
'8CO0,40-14-56.8700N,103-59-41.5500W
'CD77,39-41-59.9500N,106-46-02.1340W
'CD78,37-40-59.9900N,107-46-02.2310W
'CD79,38-59-06.9710N,104-55-01.9330W
'5CO9,40-04-35.0100N,102-14-07.7200W
'31CO,40-01-17.3400N,102-10-30.2700W
'2V5,40-06-01.4000N,102-14-28.2000W
'0CD2,38-39-09.0000N,104-14-04.2000W
'88CO,38-53-09.9730N,104-14-55.8600W
'8CO8,40-06-29.9500N,102-43-41.7560W
'8CD0,40-07-16.2400N,102-44-15.4100W
'2V6,40-06-20.0044N,102-42-51.9340W
'C21,15-12-35.0000N,145-43-17.0000E
'TT04,15-11-18.0000N,145-43-26.0000E
'HI63,15-06-52.0000N,145-42-07.0000E
'GRO,14-10-27.6787N,145-14-28.0511E
'GSN,15-07-12.9180N,145-43-47.9427E
'HI64,14-57-45.0000N,145-37-49.0000E
'0TT8,14-57-48.0000N,145-38-30.0000E
'HI22,14-57-36.0000N,145-37-35.0000E
'TT03,15-15-00.0000N,145-47-00.0000E
'TT01,18-07-28.0000N,145-46-07.0000E
'TNI,14-59-57.1300N,145-37-09.6600E
'CT74,41-57-02.3480N,072-10-53.2780W
'01CT,41-37-38.2400N,072-43-38.8700W
'33CT,41-36-34.0000N,073-14-23.0000W
'5CT5,41-37-56.3000N,073-12-58.4000W
'CT01,41-39-58.3470N,073-11-20.4060W
'CT05,41-51-43.3540N,072-41-59.3350W
'CT36,41-33-52.3530N,072-11-50.2840W
'0CT7,41-11-18.1700N,073-10-00.2900W
'BDR,41-09-48.5000N,073-07-34.2000W
'CT12,41-12-04.3900N,073-12-05.6500W
'CT37,41-09-40.3480N,073-12-10.4040W
'CT03,41-40-34.6200N,072-56-10.4300W
'CT96,41-42-30.3530N,072-58-16.3750W
'CT60,41-40-30.5700N,072-53-27.9200W
'23CT,41-47-09.2400N,072-55-52.6700W
'SNC,41-23-01.3540N,072-30-20.8340W
'CT07,41-34-25.3540N,072-18-11.2930W
'CT09,41-48-10.3540N,072-23-30.2970W
'0CT8,41-24-20.0000N,073-26-41.0000W
'DXR,41-22-17.5000N,073-28-55.9000W
'LZD,41-49-11.1000N,071-54-03.5000W
'CT39,41-28-06.3520N,072-42-30.3440W
'CT50,41-56-34.3490N,072-42-22.3340W
'CT11,41-26-38.3540N,072-20-20.2990W
'42B,41-26-44.3560N,072-27-20.3130W
'CT86,41-26-02.3550N,072-23-38.3060W
'CT88,41-45-12.0000N,072-37-42.0000W
'CT13,41-53-00.3530N,071-48-58.2540W
'CT85,41-53-23.3520N,072-36-54.3230W
'CT14,41-52-00.3530N,072-36-58.3240W
'5CT6,41-55-10.3000N,072-07-06.3000W
'7B9,41-55-31.5000N,072-27-25.6000W
'02CT,41-55-10.6900N,072-26-40.0400W
'CT15,41-56-43.3490N,072-28-39.3060W
'CT87,41-59-54.3460N,072-36-21.3200W
'CT23,41-56-24.3490N,072-36-21.3210W
'CT27,42-00-14.3460N,072-32-24.3130W
'CT16,41-22-30.3540N,072-22-28.3030W
'CT97,41-19-46.4800N,072-25-36.9900W
'CT41,41-13-02.3460N,073-15-19.4150W
'CT71,41-42-32.2200N,072-48-07.5600W
'CT75,41-43-59.8100N,072-47-35.2000W
'CT02,41-38-32.3600N,072-33-48.3200W
'CT38,41-42-44.3580N,072-35-16.3220W
'CT42,41-51-00.3420N,073-15-58.4170W
'GON,41-19-48.2000N,072-02-42.5000W
'CT40,41-22-11.3490N,072-55-02.3680W
'CT84,41-22-25.3490N,072-54-31.3670W
'CT06,41-47-20.3580N,072-39-38.3310W
'0CT9,41-45-16.5500N,072-40-43.1000W
'HFD,41-44-12.2000N,072-38-58.0000W
'CT73,41-43-23.3600N,072-51-36.3600W
'0CT5,41-46-28.8300N,072-41-57.3900W
'04CT,41-45-18.3800N,073-03-08.6400W
'CT19,41-58-05.3480N,072-32-23.3130W
'24CT,41-34-00.7900N,071-58-00.7800W
'CT43,41-35-37.3540N,071-55-52.2640W
'CT78,41-21-05.3540N,072-21-18.3010W
'CT20,41-36-00.3560N,072-25-58.3060W
'9B8,41-35-22.3560N,072-26-32.3080W
'14CT,41-29-05.0600N,071-58-22.4100W
'CT21,41-30-28.3510N,072-46-14.3520W
'MMK,41-30-31.3730N,072-49-46.1220W
'CT95,41-31-59.9900N,072-48-34.3100W
'CT25,41-33-26.3470N,073-07-22.3970W
'CT98,41-33-17.5000N,072-38-46.3800W
'0CT6,41-35-48.3560N,072-42-16.3410W
'CT46,41-14-04.3490N,073-01-54.3790W
'69CT,41-19-11.7000N,071-59-35.4000W
'CT48,41-26-12.3550N,071-55-31.2620W
'5CT1,41-30-30.3480N,073-02-14.3860W
'0CT3,41-39-41.5800N,072-47-16.2300W
'HVN,41-15-49.5000N,072-53-12.5000W
'1CT2,41-18-16.0200N,072-56-12.2300W
'6Y2,41-34-04.3390N,073-27-38.4410W
'11N,41-34-09.0000N,073-27-43.5000W
'CT52,41-22-05.3440N,073-17-28.4200W
'CT24,42-02-43.3310N,073-20-19.4190W
'CT34,41-20-13.5500N,072-52-09.9800W
'CT56,41-06-00.3480N,073-25-13.4290W
'1CT0,41-06-46.3480N,073-23-17.4260W
'5CT4,41-06-34.8000N,073-25-18.3900W
'9CT1,41-08-40.2000N,073-25-42.7200W
'CT91,41-09-08.3460N,073-25-38.4320W
'CT93,41-32-32.4800N,072-05-27.4200W
'5CT7,41-18-08.4000N,072-17-46.3000W
'OXC,41-28-42.8000N,073-08-06.9000W
'4B8,41-41-21.6000N,072-51-52.9000W
'31CT,41-51-17.1600N,071-55-42.5400W
'CT92,41-37-22.3570N,072-36-02.3270W
'C44,41-57-20.5000N,072-03-15.7000W
'CT28,41-39-30.3570N,072-38-51.3320W
'CT59,41-33-12.0500N,073-15-40.4300W
'0CT0,41-52-52.3900N,073-28-51.5200W
'CT89,41-16-30.3470N,073-07-58.3960W
'4B9,41-54-58.3000N,072-46-37.0000W
'CT53,42-01-09.3450N,072-29-01.3060W
'5CT3,41-38-40.3600N,072-34-20.3200W
'CT00,41-49-55.3500N,072-36-03.2600W
'CT62,41-48-35.0000N,072-36-35.0000W
'64CT,41-55-17.3510N,071-57-10.2630W
'5CT8,41-02-38.3500N,073-31-54.4400W
'CT10,41-44-33.4700N,071-48-45.0000W
'CT80,41-20-50.3570N,071-53-09.2530W
'JSD,41-15-12.2300N,073-05-21.9900W
'N09,41-43-25.3490N,073-06-56.3960W
'05CT,41-46-25.3490N,073-06-58.3960W
'CT76,41-14-32.3470N,073-09-01.3990W
'CT32,41-32-07.3560N,071-50-04.2550W
'0CT1,41-29-05.3510N,072-45-22.3500W
'7B6,41-55-42.3000N,072-34-35.0000W
'CT66,41-40-00.3450N,073-16-58.4190W
'1CT3,41-33-12.0800N,073-02-15.4600W
'N41,41-38-00.3490N,073-02-48.3860W
'CT04,41-47-22.0000N,072-47-57.0000W
'CT69,41-43-31.3550N,072-11-30.2800W
'IJD,41-44-38.5000N,072-10-48.8000W
'0CT2,41-43-00.5200N,072-13-32.0200W
'BDL,41-56-20.9224N,072-41-00.1366W
'CT35,41-56-00.3490N,072-41-58.3330W
'08CT,41-53-45.5900N,073-05-35.3300W
'4C3,41-29-30.8000N,072-48-40.2000W
'BOF,38-50-34.4060N,077-00-57.9140W
'DC17,38-55-39.5300N,077-00-52.1100W
'DC09,38-54-38.0800N,077-04-39.7600W
'HEF,38-43-15.6831N,077-30-54.3643W
'DC06,38-56-04.3990N,077-04-27.9190W
'DC16,38-55-01.4000N,077-02-10.9160W
'DC07,38-54-54.4010N,076-58-23.9100W
'JPN,38-52-26.6000N,077-03-27.0000W
'DCA,38-51-05.2000N,077-02-15.8000W
'DC52,38-56-13.0000N,077-06-38.0000W
'09W,38-52-07.4040N,077-00-26.9130W
'DC04,38-52-27.4040N,077-01-16.9150W
'DC03,38-51-59.4040N,076-59-33.9120W
'IAD,38-56-50.8000N,077-27-35.8000W
'DC01,38-54-15.4020N,077-02-03.9160W
'DC08,38-55-43.9000N,077-00-59.9000W
'DE14,38-44-38.4090N,075-32-05.7280W
'23DE,39-18-45.2400N,075-43-44.3400W
'64DE,39-09-05.0000N,075-31-27.0000W
'0N4,39-12-08.3000N,075-29-07.5000W
'DE02,39-12-00.4030N,075-31-58.7270W
'0N5,39-08-58.4040N,075-30-17.7230W
'DOV,39-07-46.3400N,075-27-57.4600W
'DE03,39-11-00.4040N,075-31-28.7260W
'DE24,39-06-41.4050N,075-30-19.7220W
'33N,39-13-06.0000N,075-35-48.0000W
'D74,38-50-58.3000N,075-36-46.0000W
'2DE2,38-51-18.1200N,075-34-19.9400W
'DE32,38-58-30.0000N,075-37-00.0000W
'DE00,39-01-14.6000N,075-34-37.5400W
'0N6,39-00-46.4000N,075-32-02.3000W
'2DE3,39-00-11.0000N,075-40-57.0000W
'GED,38-41-15.4759N,075-21-33.4953W
'DE17,38-46-40.4080N,075-34-59.7340W
'DE07,39-08-39.4040N,075-41-28.7470W
'N06,38-32-31.8640N,075-35-39.6660W
'DE09,39-04-05.4050N,075-29-18.7190W
'1DE4,39-27-20.0000N,075-41-02.0000W
'1DE5,39-29-44.0000N,075-44-00.0000W
'DE33,39-28-58.0000N,075-41-51.0000W
'EVY,39-31-15.7000N,075-43-25.2000W
'2DE8,38-54-48.8600N,075-20-43.2100W
'DE25,38-46-32.8650N,075-14-02.4050W
'DE23,38-45-01.0000N,075-21-36.0000W
'DE26,39-41-15.4000N,075-40-01.7900W
'DE21,38-31-02.4060N,075-09-55.6670W
'DE15,38-36-45.4130N,075-41-58.7500W
'DE29,39-22-30.4000N,075-38-38.7400W
'38N,39-18-13.2000N,075-35-01.7000W
'DE19,39-19-33.0000N,075-44-29.7560W
'DE20,39-22-25.0000N,075-44-45.0000W
'DE34,39-24-51.4000N,075-39-46.7400W
'16DE,39-46-51.2600N,075-33-20.7600W
'DE30,39-44-08.0000N,075-32-07.0000W
'DE31,39-46-00.0000N,075-35-00.0000W
'ILG,39-40-43.4000N,075-36-23.9000W
'DE16,39-47-00.4050N,075-32-58.7240W
'15N,39-07-02.4000N,075-35-03.9000W
'63FD,29-41-53.0000N,082-29-29.0000W
'FA62,29-55-00.8650N,082-28-59.4150W
'63FA,29-44-03.0000N,082-33-55.0000W
'0FL4,30-42-18.0000N,085-22-42.0000W
'01FD,28-39-58.9910N,081-22-14.2470W
'0FA9,28-39-27.0000N,081-22-57.0000W
'3FD9,28-39-23.9920N,081-21-12.2460W
'FD60,30-35-12.6900N,085-06-13.7100W
'50FD,30-31-05.6980N,085-11-55.7190W
'87FL,26-43-58.7500N,081-34-15.7500W
'AAF,29-43-39.1762N,085-01-38.5585W
'F47,29-38-40.5025N,084-54-56.1562W
'FL57,28-37-07.9980N,081-30-31.2600W
'1FA2,28-40-53.0000N,081-30-27.0000W
'X04,28-42-26.9079N,081-34-55.0722W
'X06,27-11-44.1910N,081-50-14.0219W
'FD85,27-13-40.7600N,081-51-03.5600W
'26FD,27-03-04.2000N,081-50-53.3000W
'FL40,27-07-15.5000N,081-48-09.6900W
'8FL1,27-11-49.1800N,081-54-56.3030W
'FA64,27-04-28.1940N,081-35-11.2800W
'0FA1,27-18-14.1650N,081-52-49.3000W
'09FL,27-03-20.0000N,081-58-14.0000W
'FA57,29-32-03.0000N,082-31-28.0000W
'0J8,29-37-08.1000N,082-30-31.6000W
'FL66,29-33-25.7500N,082-29-48.3000W
'FA66,30-19-26.8670N,081-24-42.3060W
'1FD3,26-35-59.0000N,080-05-28.0000W
'FA53,28-02-38.0000N,081-50-55.0000W
'1FL0,28-06-13.0600N,081-48-21.2800W
'FL16,28-03-31.0710N,081-48-59.2870W
'1FD5,25-58-13.7500N,080-08-42.0000W
'AVO,27-35-28.6796N,081-31-44.2806W
'FL01,27-37-16.1200N,081-36-38.2800W
'AGR,27-38-52.2600N,081-20-29.6300W
'55FD,30-49-06.6720N,086-41-16.8390W
'18FD,30-51-14.6670N,086-40-01.8370W
'1FL7,27-55-08.0900N,081-50-42.2900W
'FD65,27-52-48.0940N,081-50-28.2950W
'BOW,27-56-36.1000N,081-47-00.3000W
'8FL5,27-56-54.3700N,081-51-48.5900W
'17FD,27-54-00.0920N,081-50-42.2940W
'86FD,29-45-53.0000N,082-53-47.0000W
'37FL,29-43-06.8490N,082-50-40.4410W
'6FL9,29-41-23.8480N,082-52-16.4430W
'9FL5,29-48-50.8350N,082-55-32.4550W
'X10,26-41-53.9000N,080-39-38.9000W
'FA69,26-35-16.2510N,080-38-14.2050W
'9FA2,26-43-25.4100N,080-40-19.0900W
'0FL5,28-27-31.0000N,081-20-59.0000W
'8FL3,29-04-22.9280N,081-59-58.3100W
'FL58,29-01-34.9320N,081-59-16.3080W
'7FL0,29-00-50.9340N,081-59-04.3070W
'FD79,29-00-50.9340N,081-58-41.3060W
'2FA2,29-01-07.9290N,082-06-49.3220W
'8FL2,29-00-03.9300N,082-06-02.3200W
'19FL,28-58-50.0000N,081-59-26.0000W
'F95,30-29-13.9550N,085-06-49.6650W
'5FD6,26-44-32.2510N,082-15-31.3400W
'58FL,26-24-56.2710N,080-11-29.1650W
'BCT,26-22-42.6000N,080-06-27.7000W
'3FD8,26-21-22.7700N,080-12-00.9100W
'2FA3,26-31-07.2820N,082-09-06.3380W
'7FD5,30-45-40.6700N,085-40-56.9600W
'FA55,30-46-47.0000N,085-46-06.0000W
'03FD,30-49-43.6730N,085-43-51.7540W
'1J0,30-50-44.8000N,085-36-05.0000W
'88FD,26-30-15.6000N,080-04-13.0000W
'FL47,26-31-45.4000N,080-11-54.4000W
'FA44,26-32-53.2540N,080-12-53.1660W
'5FL2,27-28-55.7400N,082-37-20.7700W
'7FL9,27-23-24.1300N,082-26-07.5800W
'FL45,27-29-44.7200N,082-33-45.2000W
'5FL3,27-55-56.0840N,082-17-18.3290W
'FL78,27-53-55.0900N,082-10-57.3200W
'FD16,29-57-57.0000N,082-52-22.0000W
'FL02,29-53-21.8410N,082-47-55.4440W
'2FD0,29-58-32.8260N,082-54-26.4580W
'FD71,30-02-54.0000N,082-59-02.0000W
'0FL1,29-59-00.0000N,082-50-08.0000W
'0FA3,27-04-33.0000N,081-04-16.2000W
'BKV,28-28-25.0000N,082-27-19.5000W
'5FD7,28-36-41.9710N,082-22-04.3340W
'X05,28-19-49.0180N,082-29-47.3450W
'47FL,28-32-23.4900N,082-18-16.9900W
'5FD4,29-28-16.1000N,081-14-39.5000W
'09FD,28-40-15.9730N,082-05-14.3040W
'25FL,28-37-55.0000N,082-09-28.0000W
'9FL1,28-41-00.9680N,082-09-27.3120W
'00FA,28-38-43.9700N,082-13-08.3100W
'4FL2,28-35-41.9790N,082-08-59.3070W
'3FA6,28-39-45.1600N,082-06-27.0300W
'2CB,29-58-00.8660N,081-58-59.3700W
'5FD8,26-40-14.2600N,082-08-09.3320W
'FD66,26-38-18.2620N,081-56-29.3160W
'5FD9,26-30-41.2820N,082-05-18.3330W
'X13,29-50-31.2000N,084-42-04.0000W
'FA43,29-48-30.7580N,084-35-44.6450W
'FL04,30-41-31.6860N,085-45-24.7530W
'FA71,29-13-40.8740N,082-56-37.4310W
'CDK,29-08-03.2000N,083-03-01.7000W
'77FL,28-19-45.0000N,081-32-33.0000W
'FD89,30-49-37.6730N,087-21-29.9180W
'31FD,30-42-22.6890N,084-50-32.7130W
'73FD,29-30-38.8610N,082-51-36.4330W
'51FL,29-23-41.8000N,082-52-11.2000W
'79FL,29-33-09.8570N,082-52-07.4360W
'FA36,29-30-54.4600N,082-52-22.5250W
'6FD0,29-33-56.8570N,082-52-07.4370W
'FD94,30-43-08.0000N,085-36-24.0000W
'80FL,30-45-57.4700N,085-32-37.5400W
'6FD2,28-40-00.9870N,081-05-04.2210W
'FD14,29-22-30.9020N,082-03-29.3270W
'9FD5,29-23-11.9000N,082-08-34.3390W
'74FD,30-27-50.7010N,085-10-37.7130W
'5FD1,30-25-55.7000N,085-17-19.7180W
'FL15,30-25-12.7010N,085-18-01.7180W
'CLW,27-58-37.9700N,082-45-32.6050W
'06FL,27-57-12.7600N,082-48-22.4800W
'21FL,28-30-31.0000N,081-48-01.0000W
'2IS,26-44-06.6000N,081-03-03.8000W
'0FL0,26-43-50.0000N,081-09-50.0000W
'45FA,26-45-06.0000N,080-56-28.1000W
'0FL9,26-23-38.0000N,081-01-23.0000W
'2FA4,26-22-46.2830N,080-56-44.2360W
'3FL4,28-14-54.4300N,080-39-43.0900W
'FA13,28-26-51.0000N,080-43-20.5000W
'XMR,28-28-03.3100N,080-33-59.8150W
'1FL8,28-21-40.0000N,080-37-20.0000W
'COF,28-14-06.0204N,080-36-35.9261W
'2FA6,28-48-39.9560N,082-03-55.3080W
'FD44,29-25-37.0000N,081-36-15.0000W
'FD56,29-27-15.9030N,081-31-09.2650W
'16FD,29-24-17.9070N,081-29-45.2600W
'2FA5,29-28-19.8990N,081-34-19.2730W
'28FL,29-26-30.9010N,081-34-59.2730W
'CEW,30-46-43.8000N,086-31-19.6000W
'EGI,30-38-54.9130N,086-31-19.0537W
'FD03,30-48-00.6720N,086-26-07.8180W
'11FD,30-44-05.3600N,086-33-44.2700W
'FL81,30-46-54.6740N,086-28-01.8210W
'CTY,29-38-07.9000N,083-06-17.1000W
'35FA,29-28-04.5900N,082-09-31.5400W
'6FD1,28-57-34.0000N,082-41-35.0000W
'CGC,28-52-03.4000N,082-34-26.8000W
'66FD,29-00-13.0000N,082-33-19.0000W
